# J, eta_p, CT, CP
0.0,0.00,0.1042,0.0768
0.0,0.05,0.1041,0.0750
0.1,0.09,0.1039,0.0732
0.1,0.14,0.1036,0.0713
0.1,0.19,0.1031,0.0694
0.1,0.24,0.1024,0.0673
0.2,0.29,0.1015,0.0652
0.2,0.34,0.1003,0.0629
0.2,0.39,0.0988,0.0607
0.3,0.44,0.0969,0.0586
0.3,0.49,0.0946,0.0566
0.3,0.54,0.0919,0.0547
0.3,0.58,0.0888,0.0529
0.4,0.62,0.0853,0.0514
0.4,0.66,0.0814,0.0498
0.4,0.69,0.0772,0.0481
0.5,0.72,0.0726,0.0464
0.5,0.74,0.0677,0.0446
0.5,0.76,0.0627,0.0425
0.5,0.78,0.0576,0.0402
0.6,0.79,0.0524,0.0378
0.6,0.80,0.0470,0.0351
0.6,0.81,0.0416,0.0321
0.7,0.82,0.0360,0.0289
0.7,0.82,0.0302,0.0253
0.7,0.81,0.0244,0.0215
0.7,0.78,0.0184,0.0175
0.8,0.73,0.0124,0.0133
0.8,0.59,0.0063,0.0087
0.8,-0.00,-0.0000,0.0045
