# J, eta_p, CT, CP
0.0,0.00,0.1248,0.1747
0.0,0.05,0.1251,0.1715
0.1,0.10,0.1254,0.1682
0.1,0.14,0.1257,0.1647
0.2,0.19,0.1259,0.1611
0.2,0.23,0.1261,0.1575
0.3,0.28,0.1261,0.1537
0.3,0.32,0.1260,0.1498
0.3,0.36,0.1257,0.1458
0.4,0.41,0.1253,0.1419
0.4,0.45,0.1246,0.1378
0.5,0.49,0.1237,0.1337
0.5,0.54,0.1224,0.1295
0.6,0.58,0.1208,0.1254
0.6,0.62,0.1188,0.1212
0.6,0.67,0.1159,0.1165
0.7,0.71,0.1119,0.1109
0.7,0.76,0.1063,0.1043
0.8,0.80,0.0986,0.0967
0.8,0.82,0.0903,0.0900
0.9,0.84,0.0819,0.0842
0.9,0.86,0.0735,0.0780
1.0,0.87,0.0649,0.0712
1.0,0.88,0.0562,0.0639
1.0,0.88,0.0473,0.0558
1.1,0.87,0.0382,0.0473
1.1,0.85,0.0289,0.0384
1.2,0.77,0.0195,0.0294
1.2,0.59,0.0098,0.0204
1.3,-0.00,-0.0000,0.0119
