# J, eta_p, CT, CP
0.0,0.00,0.1012,0.1675
0.0,0.04,0.1017,0.1645
0.1,0.09,0.1021,0.1601
0.1,0.13,0.1026,0.1583
0.2,0.17,0.1029,0.1535
0.2,0.21,0.1034,0.1517
0.3,0.26,0.1036,0.1469
0.3,0.30,0.1037,0.1427
0.4,0.34,0.1038,0.1392
0.4,0.38,0.1037,0.1343
0.5,0.42,0.1036,0.1316
0.5,0.47,0.1033,0.1279
0.6,0.51,0.1028,0.1242
0.6,0.55,0.1021,0.1208
0.7,0.60,0.1008,0.1164
0.7,0.64,0.0991,0.1135
0.8,0.69,0.0967,0.1091
0.8,0.73,0.0935,0.1044
0.9,0.78,0.0895,0.0996
0.9,0.82,0.0843,0.0938
1.0,0.85,0.0775,0.0874
1.0,0.87,0.0699,0.0809
1.1,0.88,0.0620,0.0745
1.1,0.88,0.0539,0.0676
1.1,0.86,0.0454,0.0603
1.2,0.84,0.0371,0.0529
1.2,0.78,0.0275,0.0439
1.3,0.67,0.0184,0.0353
1.3,0.46,0.0092,0.0265
1.4,0.00,0.0000,0.0172
