# J, eta_p, CT, CP
0.0,0.00,0.0953,0.0945
0.0,0.06,0.0955,0.0934
0.1,0.11,0.0957,0.0927
0.1,0.17,0.0958,0.0926
0.2,0.22,0.0959,0.0915
0.2,0.27,0.0960,0.0903
0.2,0.32,0.0960,0.0894
0.3,0.36,0.0959,0.0885
0.3,0.41,0.0957,0.0874
0.3,0.45,0.0955,0.0868
0.4,0.49,0.0951,0.0862
0.4,0.53,0.0947,0.0858
0.5,0.57,0.0940,0.0850
0.5,0.61,0.0930,0.0842
0.5,0.64,0.0918,0.0831
0.6,0.68,0.0900,0.0822
0.6,0.71,0.0874,0.0805
0.7,0.74,0.0836,0.0773
0.7,0.77,0.0784,0.0729
0.7,0.80,0.0722,0.0680
0.8,0.82,0.0658,0.0635
0.8,0.84,0.0591,0.0586
0.9,0.85,0.0523,0.0533
0.9,0.85,0.0454,0.0481
0.9,0.86,0.0383,0.0422
1.0,0.85,0.0310,0.0359
1.0,0.81,0.0233,0.0293
1.1,0.73,0.0157,0.0228
1.1,0.53,0.0077,0.0162
1.1,-0.01,-0.0002,0.0100
