# J, eta_p, CT, CP
0.0,0.00,0.0960,0.0615
0.0,0.05,0.0959,0.0604
0.1,0.10,0.0958,0.0593
0.1,0.15,0.0956,0.0581
0.1,0.20,0.0953,0.0568
0.1,0.26,0.0948,0.0556
0.2,0.31,0.0941,0.0542
0.2,0.36,0.0931,0.0529
0.2,0.41,0.0918,0.0515
0.3,0.47,0.0902,0.0503
0.3,0.52,0.0881,0.0491
0.3,0.56,0.0855,0.0480
0.3,0.61,0.0825,0.0469
0.4,0.65,0.0791,0.0457
0.4,0.68,0.0753,0.0445
0.4,0.71,0.0711,0.0431
0.5,0.74,0.0666,0.0416
0.5,0.76,0.0621,0.0399
0.5,0.78,0.0574,0.0381
0.5,0.80,0.0527,0.0361
0.6,0.81,0.0478,0.0339
0.6,0.82,0.0428,0.0314
0.6,0.83,0.0378,0.0287
0.7,0.84,0.0326,0.0258
0.7,0.84,0.0273,0.0225
0.7,0.83,0.0220,0.0191
0.8,0.80,0.0166,0.0156
0.8,0.73,0.0112,0.0120
0.8,0.54,0.0056,0.0083
0.8,-0.01,-0.0000,0.0050
