# J, eta_p, CT, CP
0.0,0.00,0.0979,0.0671
0.0,0.05,0.0978,0.0659
0.1,0.09,0.0977,0.0647
0.1,0.14,0.0975,0.0633
0.1,0.19,0.0972,0.0620
0.1,0.24,0.0966,0.0604
0.2,0.29,0.0960,0.0590
0.2,0.34,0.0951,0.0574
0.2,0.39,0.0938,0.0557
0.3,0.45,0.0922,0.0541
0.3,0.50,0.0901,0.0523
0.3,0.54,0.0877,0.0515
0.3,0.58,0.0849,0.0504
0.4,0.62,0.0818,0.0493
0.4,0.66,0.0783,0.0481
0.4,0.69,0.0744,0.0468
0.5,0.71,0.0701,0.0454
0.5,0.74,0.0655,0.0435
0.5,0.76,0.0607,0.0415
0.5,0.78,0.0557,0.0393
0.6,0.79,0.0505,0.0368
0.6,0.80,0.0453,0.0341
0.6,0.81,0.0400,0.0312
0.7,0.82,0.0345,0.0280
0.7,0.82,0.0290,0.0245
0.7,0.81,0.0233,0.0209
0.7,0.78,0.0175,0.0170
0.8,0.72,0.0117,0.0129
0.8,0.57,0.0057,0.0086
0.8,-0.04,-0.0004,0.0047
