# J, eta_p, CT, CP
0.0,0.00,0.0968,0.1381
0.0,0.05,0.0973,0.1357
0.1,0.09,0.0977,0.1332
0.1,0.13,0.0980,0.1305
0.2,0.18,0.0984,0.1277
0.2,0.22,0.0987,0.1249
0.3,0.26,0.0989,0.1218
0.3,0.31,0.0991,0.1185
0.3,0.35,0.0992,0.1154
0.4,0.40,0.0991,0.1120
0.4,0.44,0.0989,0.1088
0.5,0.49,0.0986,0.1055
0.5,0.54,0.0980,0.1020
0.6,0.58,0.0973,0.0988
0.6,0.63,0.0960,0.0955
0.7,0.68,0.0942,0.0921
0.7,0.73,0.0915,0.0885
0.7,0.78,0.0880,0.0848
0.8,0.81,0.0833,0.0812
0.8,0.84,0.0774,0.0771
0.9,0.86,0.0706,0.0723
0.9,0.87,0.0635,0.0672
1.0,0.89,0.0561,0.0613
1.0,0.89,0.0486,0.0549
1.1,0.90,0.0409,0.0479
1.1,0.90,0.0330,0.0403
1.1,0.89,0.0251,0.0323
1.2,0.85,0.0171,0.0239
1.2,0.72,0.0086,0.0148
1.3,-0.01,-0.0000,0.0056
