# J, eta_p, CT, CP
0.0,0.00,0.1123,0.0962
0.0,0.05,0.1124,0.0951
0.1,0.10,0.1126,0.0939
0.1,0.15,0.1126,0.0927
0.1,0.20,0.1127,0.0914
0.2,0.25,0.1127,0.0901
0.2,0.29,0.1126,0.0889
0.2,0.35,0.1124,0.0866
0.3,0.39,0.1121,0.0854
0.3,0.44,0.1117,0.0842
0.4,0.49,0.1111,0.0837
0.4,0.54,0.1100,0.0823
0.4,0.59,0.1083,0.0803
0.5,0.63,0.1059,0.0787
0.5,0.67,0.1029,0.0778
0.5,0.71,0.0989,0.0760
0.6,0.74,0.0936,0.0736
0.6,0.76,0.0875,0.0706
0.7,0.79,0.0812,0.0674
0.7,0.81,0.0748,0.0639
0.7,0.82,0.0681,0.0599
0.8,0.84,0.0613,0.0556
0.8,0.85,0.0541,0.0506
0.8,0.86,0.0468,0.0452
0.9,0.87,0.0393,0.0395
0.9,0.86,0.0318,0.0334
0.9,0.84,0.0241,0.0269
1.0,0.79,0.0166,0.0205
1.0,0.63,0.0081,0.0131
1.0,-0.00,-0.0000,0.0069
