# J, eta_p, CT, CP
0.0,0.00,0.0951,0.0574
0.0,0.05,0.0950,0.0567
0.1,0.10,0.0949,0.0560
0.1,0.15,0.0947,0.0553
0.1,0.20,0.0944,0.0544
0.1,0.26,0.0939,0.0536
0.2,0.31,0.0933,0.0527
0.2,0.36,0.0924,0.0518
0.2,0.41,0.0912,0.0511
0.3,0.46,0.0897,0.0504
0.3,0.51,0.0877,0.0496
0.3,0.55,0.0853,0.0486
0.3,0.59,0.0826,0.0485
0.4,0.62,0.0795,0.0477
0.4,0.66,0.0760,0.0466
0.4,0.69,0.0722,0.0452
0.5,0.71,0.0679,0.0436
0.5,0.74,0.0635,0.0418
0.5,0.76,0.0588,0.0397
0.5,0.78,0.0539,0.0375
0.6,0.80,0.0490,0.0351
0.6,0.81,0.0440,0.0326
0.6,0.82,0.0389,0.0299
0.7,0.82,0.0338,0.0270
0.7,0.82,0.0284,0.0237
0.7,0.81,0.0229,0.0202
0.7,0.79,0.0174,0.0165
0.8,0.73,0.0117,0.0125
0.8,0.60,0.0060,0.0085
0.8,-0.00,-0.0000,0.0051
