# J, eta_p, CT, CP
0.0,0.00,0.1446,0.1780
0.1,0.05,0.1450,0.1753
0.1,0.09,0.1453,0.1725
0.1,0.14,0.1456,0.1696
0.2,0.19,0.1459,0.1665
0.2,0.23,0.1461,0.1634
0.3,0.28,0.1461,0.1602
0.3,0.33,0.1461,0.1569
0.4,0.37,0.1460,0.1537
0.4,0.42,0.1457,0.1504
0.5,0.47,0.1452,0.1470
0.5,0.52,0.1442,0.1436
0.5,0.57,0.1428,0.1400
0.6,0.62,0.1406,0.1362
0.6,0.67,0.1373,0.1320
0.7,0.71,0.1326,0.1275
0.7,0.75,0.1264,0.1228
0.8,0.78,0.1185,0.1174
0.8,0.81,0.1094,0.1114
0.9,0.83,0.1004,0.1053
0.9,0.84,0.0912,0.0986
1.0,0.86,0.0819,0.0913
1.0,0.87,0.0723,0.0833
1.0,0.88,0.0626,0.0745
1.1,0.89,0.0526,0.0650
1.1,0.88,0.0425,0.0547
1.2,0.87,0.0321,0.0437
1.2,0.82,0.0216,0.0323
1.3,0.68,0.0109,0.0204
1.3,-0.00,-0.0000,0.0089
