# J, eta_p, CT, CP
0.0,0.00,0.1027,0.1159
0.0,0.05,0.1028,0.1140
0.1,0.10,0.1029,0.1119
0.1,0.15,0.1030,0.1098
0.1,0.19,0.1030,0.1079
0.2,0.24,0.1029,0.1053
0.2,0.28,0.1027,0.1028
0.2,0.33,0.1025,0.1001
0.3,0.37,0.1021,0.0973
0.3,0.41,0.1015,0.0943
0.3,0.46,0.1007,0.0911
0.4,0.50,0.0996,0.0877
0.4,0.54,0.0983,0.0847
0.5,0.59,0.0965,0.0815
0.5,0.63,0.0942,0.0780
0.5,0.67,0.0910,0.0743
0.6,0.72,0.0862,0.0697
0.6,0.75,0.0805,0.0653
0.6,0.78,0.0747,0.0615
0.7,0.80,0.0687,0.0577
0.7,0.82,0.0626,0.0540
0.7,0.83,0.0563,0.0502
0.8,0.84,0.0499,0.0460
0.8,0.85,0.0433,0.0414
0.8,0.85,0.0365,0.0363
0.9,0.84,0.0295,0.0308
0.9,0.82,0.0224,0.0250
0.9,0.76,0.0151,0.0191
1.0,0.57,0.0076,0.0132
1.0,0.00,0.0000,0.0075
