# J, eta_p, CT, CP
0.0,0.00,0.0868,0.0326
0.0,0.06,0.0855,0.0323
0.0,0.11,0.0841,0.0321
0.1,0.16,0.0826,0.0318
0.1,0.22,0.0809,0.0316
0.1,0.27,0.0790,0.0312
0.1,0.32,0.0770,0.0309
0.1,0.36,0.0749,0.0306
0.2,0.41,0.0726,0.0302
0.2,0.45,0.0703,0.0298
0.2,0.49,0.0678,0.0293
0.2,0.52,0.0650,0.0287
0.2,0.56,0.0621,0.0281
0.3,0.59,0.0591,0.0275
0.3,0.62,0.0560,0.0268
0.3,0.64,0.0529,0.0260
0.3,0.67,0.0497,0.0251
0.4,0.69,0.0463,0.0242
0.4,0.70,0.0430,0.0231
0.4,0.72,0.0395,0.0219
0.4,0.73,0.0359,0.0206
0.4,0.74,0.0322,0.0192
0.5,0.75,0.0284,0.0176
0.5,0.75,0.0246,0.0159
0.5,0.74,0.0207,0.0142
0.5,0.71,0.0167,0.0124
0.5,0.67,0.0126,0.0104
0.6,0.59,0.0085,0.0084
0.6,0.42,0.0043,0.0062
0.6,-0.00,-0.0000,0.0044
