# J, eta_p, CT, CP
0.0,0.00,0.0826,0.0324
0.0,0.05,0.0812,0.0317
0.0,0.10,0.0797,0.0311
0.1,0.15,0.0781,0.0305
0.1,0.20,0.0763,0.0299
0.1,0.25,0.0745,0.0294
0.1,0.29,0.0725,0.0289
0.1,0.33,0.0704,0.0285
0.1,0.37,0.0681,0.0280
0.2,0.41,0.0657,0.0274
0.2,0.45,0.0632,0.0269
0.2,0.48,0.0606,0.0264
0.2,0.51,0.0579,0.0259
0.2,0.54,0.0551,0.0253
0.3,0.57,0.0523,0.0247
0.3,0.59,0.0494,0.0240
0.3,0.61,0.0464,0.0232
0.3,0.63,0.0433,0.0223
0.3,0.65,0.0401,0.0213
0.4,0.66,0.0368,0.0203
0.4,0.67,0.0335,0.0192
0.4,0.67,0.0301,0.0180
0.4,0.67,0.0266,0.0167
0.4,0.67,0.0230,0.0153
0.4,0.65,0.0194,0.0138
0.5,0.62,0.0157,0.0122
0.5,0.57,0.0119,0.0106
0.5,0.48,0.0080,0.0089
0.5,0.32,0.0040,0.0072
0.5,-0.00,-0.0000,0.0057
