# J, eta_p, CT, CP
0.0,0.00,0.1133,0.0843
0.0,0.06,0.1141,0.0764
0.1,0.12,0.1141,0.0771
0.1,0.17,0.1142,0.0780
0.1,0.22,0.1142,0.0789
0.2,0.28,0.1142,0.0798
0.2,0.32,0.1142,0.0808
0.3,0.37,0.1142,0.0818
0.3,0.42,0.1140,0.0827
0.3,0.46,0.1137,0.0836
0.4,0.50,0.1132,0.0842
0.4,0.54,0.1123,0.0848
0.4,0.58,0.1109,0.0850
0.5,0.62,0.1089,0.0849
0.5,0.65,0.1061,0.0842
0.6,0.68,0.1023,0.0829
0.6,0.71,0.0974,0.0806
0.6,0.73,0.0913,0.0775
0.7,0.75,0.0846,0.0741
0.7,0.77,0.0777,0.0705
0.7,0.78,0.0706,0.0665
0.8,0.79,0.0634,0.0620
0.8,0.79,0.0560,0.0571
0.8,0.79,0.0484,0.0517
0.9,0.78,0.0407,0.0457
0.9,0.77,0.0329,0.0392
1.0,0.74,0.0249,0.0322
1.0,0.67,0.0168,0.0248
1.0,0.51,0.0085,0.0172
1.1,0.00,0.0000,0.0093
