# J, eta_p, CT, CP
0.0,0.00,0.1301,0.2343
0.1,0.05,0.1308,0.2305
0.1,0.10,0.1316,0.2272
0.2,0.15,0.1323,0.2235
0.2,0.20,0.1330,0.2193
0.3,0.24,0.1337,0.2155
0.3,0.29,0.1343,0.2121
0.4,0.33,0.1350,0.2095
0.4,0.37,0.1355,0.2072
0.5,0.42,0.1359,0.2041
0.5,0.46,0.1359,0.1986
0.6,0.50,0.1354,0.1919
0.6,0.54,0.1349,0.1864
0.7,0.58,0.1340,0.1815
0.7,0.62,0.1326,0.1761
0.8,0.66,0.1305,0.1697
0.9,0.70,0.1277,0.1639
0.9,0.74,0.1233,0.1562
1.0,0.78,0.1167,0.1462
1.0,0.82,0.1077,0.1346
1.1,0.85,0.0979,0.1242
1.1,0.87,0.0880,0.1142
1.2,0.88,0.0778,0.1036
1.2,0.89,0.0674,0.0925
1.3,0.90,0.0569,0.0809
1.3,0.90,0.0461,0.0683
1.4,0.89,0.0352,0.0550
1.4,0.84,0.0231,0.0396
1.5,0.70,0.0110,0.0242
1.5,0.00,0.0000,0.0110
