# J, eta_p, CT, CP
0.0,0.00,0.1080,0.0557
0.0,0.05,0.1068,0.0540
0.0,0.10,0.1054,0.0525
0.1,0.15,0.1038,0.0510
0.1,0.19,0.1020,0.0495
0.1,0.24,0.1001,0.0482
0.1,0.29,0.0979,0.0467
0.2,0.34,0.0954,0.0454
0.2,0.38,0.0927,0.0442
0.2,0.43,0.0897,0.0432
0.2,0.47,0.0863,0.0422
0.2,0.50,0.0828,0.0413
0.3,0.53,0.0791,0.0404
0.3,0.56,0.0753,0.0393
0.3,0.59,0.0714,0.0382
0.3,0.62,0.0673,0.0370
0.4,0.64,0.0632,0.0357
0.4,0.66,0.0590,0.0343
0.4,0.68,0.0546,0.0327
0.4,0.69,0.0502,0.0311
0.4,0.71,0.0456,0.0292
0.5,0.71,0.0410,0.0273
0.5,0.72,0.0363,0.0252
0.5,0.72,0.0315,0.0229
0.5,0.70,0.0265,0.0206
0.6,0.68,0.0214,0.0180
0.6,0.63,0.0162,0.0154
0.6,0.53,0.0110,0.0129
0.6,0.36,0.0055,0.0102
0.6,-0.00,-0.0001,0.0075
