# J, eta_p, CT, CP
0.0,0.00,0.1238,0.0651
0.0,0.05,0.1223,0.0632
0.1,0.10,0.1205,0.0614
0.1,0.15,0.1185,0.0598
0.1,0.20,0.1163,0.0582
0.1,0.25,0.1139,0.0568
0.1,0.30,0.1112,0.0554
0.2,0.34,0.1083,0.0542
0.2,0.39,0.1051,0.0530
0.2,0.43,0.1017,0.0518
0.2,0.47,0.0981,0.0506
0.3,0.51,0.0942,0.0495
0.3,0.54,0.0901,0.0483
0.3,0.57,0.0859,0.0471
0.3,0.60,0.0814,0.0457
0.4,0.63,0.0768,0.0442
0.4,0.65,0.0720,0.0426
0.4,0.67,0.0672,0.0409
0.4,0.69,0.0623,0.0390
0.5,0.71,0.0573,0.0369
0.5,0.73,0.0520,0.0347
0.5,0.74,0.0468,0.0323
0.5,0.74,0.0413,0.0296
0.6,0.75,0.0357,0.0267
0.6,0.74,0.0300,0.0236
0.6,0.72,0.0242,0.0204
0.6,0.68,0.0183,0.0170
0.6,0.61,0.0124,0.0134
0.7,0.45,0.0062,0.0097
0.7,-0.01,-0.0001,0.0061
