# J, eta_p, CT, CP
0.0,0.00,0.1170,0.1620
0.1,0.05,0.1175,0.1597
0.1,0.10,0.1180,0.1574
0.1,0.15,0.1184,0.1549
0.2,0.19,0.1189,0.1525
0.2,0.24,0.1191,0.1483
0.3,0.29,0.1194,0.1459
0.3,0.33,0.1199,0.1448
0.4,0.37,0.1200,0.1422
0.4,0.42,0.1200,0.1394
0.5,0.46,0.1199,0.1366
0.5,0.51,0.1195,0.1324
0.6,0.55,0.1190,0.1307
0.6,0.60,0.1181,0.1277
0.7,0.64,0.1167,0.1242
0.7,0.69,0.1146,0.1205
0.8,0.73,0.1113,0.1164
0.8,0.78,0.1064,0.1111
0.9,0.81,0.0999,0.1056
0.9,0.84,0.0917,0.0991
0.9,0.85,0.0836,0.0932
1.0,0.87,0.0754,0.0868
1.0,0.88,0.0666,0.0794
1.1,0.89,0.0578,0.0713
1.1,0.89,0.0486,0.0621
1.2,0.90,0.0394,0.0524
1.2,0.89,0.0298,0.0417
1.3,0.85,0.0196,0.0300
1.3,0.72,0.0102,0.0192
1.4,0.02,0.0005,0.0085
