# J, eta_p, CT, CP
0.0,0.00,0.0972,0.0350
0.0,0.06,0.0955,0.0347
0.0,0.11,0.0937,0.0344
0.1,0.16,0.0917,0.0341
0.1,0.21,0.0895,0.0338
0.1,0.26,0.0870,0.0335
0.1,0.31,0.0847,0.0332
0.1,0.35,0.0822,0.0328
0.2,0.39,0.0795,0.0324
0.2,0.43,0.0766,0.0319
0.2,0.47,0.0736,0.0314
0.2,0.51,0.0705,0.0308
0.2,0.54,0.0674,0.0302
0.3,0.57,0.0641,0.0295
0.3,0.59,0.0608,0.0287
0.3,0.62,0.0574,0.0279
0.3,0.64,0.0539,0.0269
0.3,0.66,0.0503,0.0259
0.4,0.68,0.0466,0.0248
0.4,0.70,0.0429,0.0235
0.4,0.70,0.0390,0.0222
0.4,0.71,0.0350,0.0208
0.4,0.71,0.0309,0.0193
0.5,0.70,0.0268,0.0176
0.5,0.69,0.0225,0.0159
0.5,0.65,0.0182,0.0142
0.5,0.59,0.0137,0.0123
0.5,0.49,0.0092,0.0104
0.6,0.32,0.0046,0.0085
0.6,-0.01,-0.0001,0.0066
