# J, eta_p, CT, CP
0.0,0.00,0.1018,0.1085
0.0,0.05,0.1021,0.1067
0.1,0.10,0.1022,0.1048
0.1,0.14,0.1024,0.1027
0.1,0.19,0.1025,0.1002
0.2,0.24,0.1026,0.0985
0.2,0.28,0.1026,0.0963
0.3,0.33,0.1025,0.0941
0.3,0.37,0.1023,0.0918
0.3,0.42,0.1020,0.0895
0.4,0.47,0.1016,0.0871
0.4,0.52,0.1008,0.0847
0.4,0.57,0.0996,0.0820
0.5,0.62,0.0976,0.0789
0.5,0.67,0.0947,0.0756
0.6,0.72,0.0910,0.0721
0.6,0.76,0.0865,0.0692
0.6,0.79,0.0814,0.0664
0.7,0.81,0.0755,0.0634
0.7,0.83,0.0693,0.0601
0.7,0.84,0.0631,0.0566
0.8,0.85,0.0567,0.0526
0.8,0.86,0.0501,0.0481
0.9,0.87,0.0433,0.0431
0.9,0.87,0.0365,0.0377
0.9,0.88,0.0293,0.0316
1.0,0.86,0.0224,0.0254
1.0,0.83,0.0150,0.0185
1.1,0.73,0.0076,0.0112
1.1,0.04,0.0002,0.0038
