# J, eta_p, CT, CP
0.0,0.00,0.1214,0.1009
0.0,0.05,0.1215,0.0996
0.1,0.10,0.1216,0.0983
0.1,0.15,0.1216,0.0969
0.1,0.20,0.1215,0.0956
0.2,0.25,0.1215,0.0939
0.2,0.30,0.1213,0.0927
0.2,0.35,0.1210,0.0914
0.3,0.40,0.1206,0.0900
0.3,0.45,0.1198,0.0884
0.4,0.50,0.1186,0.0868
0.4,0.55,0.1169,0.0851
0.4,0.59,0.1145,0.0833
0.5,0.64,0.1114,0.0815
0.5,0.68,0.1072,0.0795
0.5,0.71,0.1021,0.0770
0.6,0.74,0.0961,0.0742
0.6,0.77,0.0895,0.0710
0.6,0.79,0.0828,0.0676
0.7,0.81,0.0760,0.0639
0.7,0.83,0.0691,0.0598
0.8,0.84,0.0620,0.0554
0.8,0.85,0.0547,0.0505
0.8,0.86,0.0472,0.0451
0.9,0.87,0.0396,0.0393
0.9,0.86,0.0319,0.0331
0.9,0.84,0.0241,0.0267
1.0,0.79,0.0162,0.0199
1.0,0.64,0.0082,0.0128
1.0,-0.00,0.0000,0.0064
