# J, eta_p, CT, CP
0.0,0.00,0.1387,0.1260
0.0,0.06,0.1389,0.1255
0.1,0.11,0.1391,0.1251
0.1,0.17,0.1393,0.1247
0.2,0.22,0.1395,0.1245
0.2,0.27,0.1397,0.1243
0.3,0.32,0.1398,0.1243
0.3,0.37,0.1398,0.1239
0.3,0.41,0.1396,0.1233
0.4,0.46,0.1393,0.1225
0.4,0.50,0.1386,0.1216
0.5,0.55,0.1376,0.1205
0.5,0.59,0.1358,0.1188
0.6,0.64,0.1327,0.1162
0.6,0.68,0.1269,0.1117
0.6,0.72,0.1195,0.1067
0.7,0.74,0.1121,0.1026
0.7,0.77,0.1045,0.0984
0.8,0.79,0.0967,0.0940
0.8,0.81,0.0890,0.0892
0.9,0.82,0.0807,0.0837
0.9,0.83,0.0725,0.0777
0.9,0.84,0.0638,0.0709
1.0,0.85,0.0550,0.0635
1.0,0.85,0.0464,0.0560
1.1,0.83,0.0375,0.0479
1.1,0.79,0.0284,0.0400
1.1,0.69,0.0190,0.0320
1.2,0.47,0.0095,0.0247
1.2,0.01,-0.0000,0.0181
