# J, eta_p, CT, CP
0.0,0.00,0.1176,0.0948
0.0,0.05,0.1175,0.0930
0.1,0.09,0.1174,0.0924
0.1,0.14,0.1171,0.0905
0.1,0.18,0.1169,0.0897
0.2,0.23,0.1164,0.0875
0.2,0.28,0.1157,0.0846
0.2,0.33,0.1147,0.0815
0.2,0.37,0.1136,0.0793
0.3,0.42,0.1122,0.0776
0.3,0.47,0.1103,0.0756
0.3,0.52,0.1080,0.0734
0.4,0.57,0.1051,0.0712
0.4,0.61,0.1017,0.0691
0.4,0.65,0.0977,0.0665
0.5,0.69,0.0932,0.0649
0.5,0.72,0.0879,0.0625
0.5,0.74,0.0820,0.0599
0.6,0.76,0.0761,0.0573
0.6,0.78,0.0700,0.0543
0.6,0.80,0.0637,0.0510
0.7,0.81,0.0572,0.0473
0.7,0.82,0.0505,0.0431
0.7,0.83,0.0436,0.0387
0.8,0.83,0.0367,0.0340
0.8,0.82,0.0297,0.0290
0.8,0.79,0.0225,0.0239
0.9,0.72,0.0152,0.0185
0.9,0.55,0.0076,0.0129
0.9,-0.00,-0.0000,0.0074
