# J, eta_p, CT, CP
0.0,0.00,0.0935,0.1042
0.0,0.06,0.0938,0.1036
0.1,0.11,0.0942,0.1036
0.1,0.17,0.0945,0.1038
0.2,0.22,0.0947,0.1024
0.2,0.27,0.0949,0.1007
0.3,0.32,0.0952,0.1011
0.3,0.37,0.0953,0.0991
0.3,0.41,0.0952,0.0970
0.4,0.45,0.0953,0.0964
0.4,0.50,0.0952,0.0961
0.5,0.53,0.0952,0.0960
0.5,0.57,0.0949,0.0952
0.6,0.61,0.0944,0.0943
0.6,0.65,0.0935,0.0931
0.7,0.68,0.0920,0.0928
0.7,0.71,0.0899,0.0917
0.7,0.74,0.0869,0.0898
0.8,0.77,0.0829,0.0864
0.8,0.80,0.0774,0.0815
0.9,0.82,0.0709,0.0759
0.9,0.84,0.0641,0.0702
1.0,0.85,0.0567,0.0638
1.0,0.86,0.0490,0.0570
1.0,0.85,0.0411,0.0503
1.1,0.83,0.0334,0.0439
1.1,0.78,0.0255,0.0371
1.2,0.68,0.0171,0.0296
1.2,0.48,0.0086,0.0220
1.3,-0.01,-0.0004,0.0143
