# J, eta_p, CT, CP
0.0,0.00,0.1213,0.1283
0.1,0.07,0.1218,0.1288
0.1,0.14,0.1223,0.1294
0.2,0.20,0.1228,0.1300
0.2,0.26,0.1232,0.1297
0.3,0.32,0.1238,0.1312
0.3,0.38,0.1242,0.1306
0.4,0.43,0.1247,0.1320
0.5,0.48,0.1253,0.1342
0.5,0.52,0.1259,0.1364
0.6,0.56,0.1265,0.1395
0.6,0.60,0.1270,0.1424
0.7,0.64,0.1275,0.1454
0.8,0.67,0.1278,0.1486
0.8,0.70,0.1280,0.1527
0.9,0.73,0.1277,0.1567
0.9,0.76,0.1263,0.1573
1.0,0.79,0.1234,0.1559
1.0,0.82,0.1164,0.1493
1.1,0.84,0.1068,0.1394
1.1,0.86,0.0970,0.1300
1.2,0.88,0.0871,0.1206
1.3,0.89,0.0770,0.1097
1.3,0.90,0.0669,0.0986
1.4,0.91,0.0563,0.0859
1.4,0.91,0.0455,0.0723
1.5,0.90,0.0345,0.0575
1.6,0.85,0.0232,0.0423
1.6,0.72,0.0118,0.0264
1.7,0.03,0.0001,0.0107
