# J, eta_p, CT, CP
0.0,0.00,0.0827,0.0464
0.0,0.05,0.0823,0.0461
0.1,0.11,0.0819,0.0457
0.1,0.16,0.0814,0.0453
0.1,0.20,0.0808,0.0449
0.1,0.25,0.0801,0.0444
0.1,0.30,0.0793,0.0441
0.2,0.34,0.0783,0.0435
0.2,0.39,0.0772,0.0429
0.2,0.43,0.0758,0.0423
0.2,0.47,0.0742,0.0415
0.3,0.51,0.0719,0.0404
0.3,0.55,0.0691,0.0391
0.3,0.58,0.0660,0.0377
0.3,0.61,0.0627,0.0364
0.4,0.64,0.0593,0.0351
0.4,0.66,0.0558,0.0338
0.4,0.69,0.0521,0.0325
0.4,0.70,0.0484,0.0311
0.5,0.72,0.0445,0.0295
0.5,0.73,0.0405,0.0279
0.5,0.73,0.0364,0.0261
0.5,0.74,0.0322,0.0241
0.6,0.73,0.0279,0.0219
0.6,0.73,0.0236,0.0195
0.6,0.70,0.0190,0.0170
0.6,0.65,0.0144,0.0145
0.7,0.56,0.0097,0.0120
0.7,0.37,0.0049,0.0095
0.7,-0.00,-0.0000,0.0068
