# J, eta_p, CT, CP
0.00,0.0000,0.1258,0.1288
0.03,0.0440,0.1258,0.1259
0.07,0.0879,0.1257,0.1231
0.10,0.1317,0.1256,0.1201
0.14,0.1757,0.1253,0.1170
0.17,0.2198,0.1250,0.1140
0.21,0.2646,0.1245,0.1106
0.24,0.3101,0.1239,0.1072
0.28,0.3567,0.1231,0.1036
0.31,0.4048,0.1219,0.1000
0.35,0.4542,0.1204,0.0962
0.38,0.5052,0.1184,0.0923
0.42,0.5570,0.1158,0.0885
0.45,0.6083,0.1126,0.0847
0.49,0.6567,0.1085,0.0810
0.52,0.6989,0.1031,0.0773
0.56,0.7311,0.0966,0.0738
0.59,0.7548,0.0901,0.0708
0.63,0.7756,0.0834,0.0675
0.66,0.7942,0.0766,0.0639
0.70,0.8103,0.0695,0.0598
0.73,0.8238,0.0623,0.0553
0.77,0.8347,0.0550,0.0505
0.80,0.8420,0.0476,0.0452
0.84,0.8430,0.0399,0.0396
0.87,0.8337,0.0322,0.0336
0.91,0.8029,0.0243,0.0274
0.94,0.7217,0.0163,0.0212
0.98,0.5248,0.0082,0.0152
1.01,0.0062,-0.0002,0.0093
