# J, eta_p, CT, CP
0.0,0.00,0.0621,0.0199
0.0,0.07,0.0619,0.0203
0.0,0.13,0.0617,0.0207
0.1,0.19,0.0613,0.0211
0.1,0.25,0.0609,0.0215
0.1,0.31,0.0604,0.0218
0.1,0.36,0.0597,0.0221
0.2,0.41,0.0589,0.0224
0.2,0.45,0.0579,0.0226
0.2,0.49,0.0567,0.0228
0.2,0.53,0.0551,0.0228
0.2,0.57,0.0529,0.0225
0.3,0.60,0.0505,0.0222
0.3,0.63,0.0480,0.0218
0.3,0.66,0.0454,0.0214
0.3,0.68,0.0428,0.0209
0.3,0.70,0.0401,0.0203
0.4,0.71,0.0374,0.0197
0.4,0.72,0.0346,0.0190
0.4,0.73,0.0317,0.0182
0.4,0.74,0.0288,0.0172
0.5,0.74,0.0258,0.0162
0.5,0.74,0.0228,0.0150
0.5,0.73,0.0197,0.0136
0.5,0.72,0.0165,0.0121
0.6,0.70,0.0133,0.0105
0.6,0.65,0.0100,0.0089
0.6,0.55,0.0067,0.0073
0.6,0.37,0.0034,0.0056
0.6,-0.00,-0.0000,0.0040
