# J, eta_p, CT, CP
0.0,0.00,0.1168,0.1225
0.0,0.05,0.1170,0.1210
0.1,0.10,0.1173,0.1194
0.1,0.15,0.1174,0.1177
0.2,0.20,0.1176,0.1160
0.2,0.24,0.1178,0.1142
0.2,0.29,0.1178,0.1124
0.3,0.34,0.1178,0.1106
0.3,0.38,0.1177,0.1088
0.4,0.43,0.1175,0.1071
0.4,0.47,0.1172,0.1056
0.5,0.52,0.1167,0.1041
0.5,0.57,0.1159,0.1025
0.5,0.62,0.1145,0.1003
0.6,0.66,0.1123,0.0977
0.6,0.71,0.1092,0.0947
0.7,0.75,0.1046,0.0921
0.7,0.78,0.0980,0.0880
0.7,0.80,0.0909,0.0838
0.8,0.82,0.0835,0.0793
0.8,0.84,0.0760,0.0743
0.9,0.85,0.0682,0.0688
0.9,0.87,0.0602,0.0627
0.9,0.88,0.0520,0.0561
1.0,0.88,0.0437,0.0491
1.0,0.87,0.0353,0.0416
1.1,0.85,0.0267,0.0337
1.1,0.78,0.0180,0.0256
1.2,0.61,0.0092,0.0176
1.2,-0.00,-0.0000,0.0097
