# J, eta_p, CT, CP
0.0,0.00,0.1040,0.0773
0.0,0.06,0.1042,0.0779
0.1,0.11,0.1043,0.0774
0.1,0.17,0.1044,0.0779
0.1,0.22,0.1045,0.0784
0.2,0.27,0.1045,0.0788
0.2,0.32,0.1045,0.0790
0.2,0.36,0.1045,0.0794
0.3,0.41,0.1044,0.0800
0.3,0.45,0.1041,0.0803
0.4,0.49,0.1036,0.0805
0.4,0.53,0.1029,0.0804
0.4,0.57,0.1017,0.0801
0.5,0.61,0.1000,0.0792
0.5,0.64,0.0977,0.0780
0.5,0.68,0.0942,0.0759
0.6,0.71,0.0892,0.0728
0.6,0.74,0.0836,0.0694
0.6,0.76,0.0777,0.0661
0.7,0.78,0.0716,0.0627
0.7,0.79,0.0653,0.0589
0.7,0.81,0.0589,0.0548
0.8,0.81,0.0521,0.0504
0.8,0.82,0.0451,0.0453
0.9,0.82,0.0380,0.0398
0.9,0.82,0.0308,0.0338
0.9,0.80,0.0233,0.0273
1.0,0.74,0.0152,0.0200
1.0,0.58,0.0075,0.0134
1.0,-0.07,-0.0002,0.0074
