# J, eta_p, CT, CP
0.0,0.00,0.1083,0.0834
0.0,0.05,0.1084,0.0823
0.1,0.10,0.1084,0.0813
0.1,0.15,0.1084,0.0801
0.1,0.20,0.1083,0.0790
0.2,0.25,0.1082,0.0778
0.2,0.30,0.1080,0.0766
0.2,0.34,0.1076,0.0754
0.3,0.40,0.1070,0.0737
0.3,0.44,0.1062,0.0731
0.3,0.49,0.1050,0.0715
0.4,0.54,0.1033,0.0700
0.4,0.59,0.1011,0.0685
0.4,0.64,0.0983,0.0667
0.5,0.67,0.0947,0.0653
0.5,0.71,0.0902,0.0633
0.5,0.74,0.0848,0.0610
0.6,0.76,0.0792,0.0585
0.6,0.79,0.0734,0.0559
0.6,0.80,0.0675,0.0529
0.7,0.82,0.0613,0.0495
0.7,0.84,0.0550,0.0458
0.7,0.85,0.0485,0.0418
0.8,0.86,0.0419,0.0373
0.8,0.86,0.0352,0.0326
0.8,0.85,0.0285,0.0276
0.9,0.83,0.0215,0.0224
0.9,0.77,0.0145,0.0169
0.9,0.60,0.0073,0.0112
1.0,-0.00,-0.0000,0.0061
