# J, eta_p, CT, CP
0.0,0.00,0.1222,0.1036
0.0,0.06,0.1224,0.1039
0.1,0.12,0.1226,0.1043
0.1,0.17,0.1229,0.1048
0.2,0.23,0.1231,0.1054
0.2,0.28,0.1234,0.1062
0.2,0.33,0.1236,0.1071
0.3,0.38,0.1238,0.1082
0.3,0.42,0.1240,0.1094
0.4,0.46,0.1240,0.1109
0.4,0.50,0.1239,0.1116
0.5,0.55,0.1234,0.1116
0.5,0.58,0.1225,0.1113
0.5,0.62,0.1210,0.1106
0.6,0.66,0.1185,0.1091
0.6,0.70,0.1147,0.1064
0.7,0.73,0.1089,0.1022
0.7,0.76,0.1018,0.0972
0.8,0.78,0.0944,0.0919
0.8,0.80,0.0868,0.0867
0.8,0.82,0.0791,0.0813
0.9,0.83,0.0711,0.0755
0.9,0.84,0.0628,0.0690
1.0,0.85,0.0544,0.0620
1.0,0.86,0.0459,0.0543
1.1,0.85,0.0371,0.0460
1.1,0.83,0.0282,0.0370
1.1,0.78,0.0189,0.0276
1.2,0.63,0.0095,0.0178
1.2,-0.00,-0.0000,0.0089
