# J, eta_p, CT, CP
0.0,0.00,0.1135,0.1123
0.0,0.05,0.1137,0.1103
0.1,0.10,0.1140,0.1098
0.1,0.15,0.1140,0.1065
0.2,0.20,0.1142,0.1053
0.2,0.25,0.1143,0.1046
0.2,0.29,0.1145,0.1043
0.3,0.34,0.1145,0.1028
0.3,0.39,0.1144,0.1014
0.4,0.44,0.1141,0.0989
0.4,0.48,0.1139,0.0984
0.4,0.53,0.1133,0.0963
0.5,0.58,0.1127,0.0959
0.5,0.62,0.1113,0.0944
0.6,0.67,0.1093,0.0927
0.6,0.71,0.1063,0.0907
0.6,0.75,0.1020,0.0881
0.7,0.77,0.0962,0.0854
0.7,0.80,0.0895,0.0816
0.8,0.82,0.0823,0.0773
0.8,0.84,0.0751,0.0726
0.8,0.85,0.0677,0.0676
0.9,0.86,0.0598,0.0618
0.9,0.87,0.0517,0.0554
1.0,0.87,0.0436,0.0487
1.0,0.86,0.0352,0.0414
1.0,0.83,0.0266,0.0335
1.1,0.77,0.0179,0.0253
1.1,0.61,0.0090,0.0168
1.2,-0.00,-0.0000,0.0085
