# J, eta_p, CT, CP
0.0,0.00,0.0752,0.0236
0.0,0.05,0.0736,0.0235
0.0,0.11,0.0719,0.0233
0.1,0.16,0.0702,0.0231
0.1,0.20,0.0684,0.0229
0.1,0.25,0.0665,0.0227
0.1,0.29,0.0645,0.0225
0.1,0.34,0.0625,0.0222
0.1,0.38,0.0603,0.0220
0.1,0.41,0.0581,0.0216
0.2,0.45,0.0559,0.0213
0.2,0.48,0.0535,0.0209
0.2,0.51,0.0510,0.0205
0.2,0.54,0.0485,0.0200
0.2,0.56,0.0460,0.0195
0.3,0.59,0.0434,0.0189
0.3,0.61,0.0407,0.0183
0.3,0.63,0.0379,0.0176
0.3,0.64,0.0351,0.0169
0.3,0.65,0.0322,0.0160
0.3,0.66,0.0293,0.0151
0.4,0.67,0.0263,0.0141
0.4,0.67,0.0232,0.0131
0.4,0.66,0.0201,0.0120
0.4,0.64,0.0169,0.0108
0.4,0.61,0.0136,0.0096
0.4,0.56,0.0103,0.0083
0.5,0.47,0.0069,0.0069
0.5,0.30,0.0035,0.0056
0.5,-0.00,-0.0000,0.0042
