# J, eta_p, CT, CP
0.0,0.00,0.0815,0.0499
0.0,0.05,0.0814,0.0490
0.0,0.10,0.0812,0.0482
0.1,0.14,0.0810,0.0479
0.1,0.19,0.0807,0.0469
0.1,0.24,0.0803,0.0463
0.2,0.29,0.0797,0.0448
0.2,0.34,0.0790,0.0437
0.2,0.39,0.0780,0.0422
0.2,0.44,0.0768,0.0413
0.3,0.49,0.0754,0.0408
0.3,0.54,0.0736,0.0399
0.3,0.58,0.0713,0.0390
0.3,0.62,0.0683,0.0379
0.4,0.65,0.0650,0.0369
0.4,0.68,0.0615,0.0357
0.4,0.71,0.0578,0.0346
0.4,0.73,0.0541,0.0333
0.5,0.75,0.0503,0.0319
0.5,0.77,0.0464,0.0303
0.5,0.78,0.0422,0.0285
0.5,0.79,0.0380,0.0266
0.6,0.80,0.0335,0.0244
0.6,0.80,0.0291,0.0220
0.6,0.80,0.0245,0.0194
0.6,0.79,0.0198,0.0166
0.7,0.75,0.0148,0.0136
0.7,0.66,0.0100,0.0110
0.7,0.48,0.0050,0.0082
0.8,-0.01,-0.0000,0.0054
