# J, eta_p, CT, CP
0.0,0.00,0.0954,0.1016
0.1,0.06,0.0955,0.1003
0.1,0.12,0.0960,0.0998
0.1,0.18,0.0961,0.1000
0.2,0.23,0.0967,0.1006
0.2,0.28,0.0968,0.0998
0.3,0.33,0.0973,0.1004
0.3,0.38,0.0971,0.1029
0.4,0.43,0.0981,0.1032
0.4,0.47,0.0979,0.1025
0.5,0.51,0.0986,0.1033
0.5,0.55,0.0986,0.1042
0.6,0.58,0.0990,0.1082
0.6,0.62,0.0985,0.1070
0.7,0.65,0.0979,0.1075
0.7,0.68,0.0966,0.1078
0.8,0.72,0.0943,0.1054
0.8,0.75,0.0912,0.1021
0.9,0.78,0.0875,0.0994
0.9,0.80,0.0824,0.0947
1.0,0.83,0.0756,0.0880
1.0,0.85,0.0680,0.0812
1.0,0.86,0.0598,0.0736
1.1,0.86,0.0516,0.0663
1.1,0.85,0.0432,0.0586
1.2,0.81,0.0346,0.0511
1.2,0.75,0.0259,0.0435
1.3,0.63,0.0172,0.0393
1.3,0.45,0.0091,0.0280
1.4,0.02,0.0004,0.0161
