# J, eta_p, CT, CP
0.0,0.00,0.0944,0.0456
0.0,0.05,0.0937,0.0446
0.1,0.10,0.0929,0.0437
0.1,0.16,0.0918,0.0427
0.1,0.21,0.0906,0.0418
0.1,0.26,0.0892,0.0411
0.1,0.32,0.0876,0.0401
0.2,0.37,0.0857,0.0396
0.2,0.41,0.0836,0.0394
0.2,0.46,0.0813,0.0388
0.2,0.50,0.0787,0.0382
0.3,0.54,0.0759,0.0376
0.3,0.57,0.0729,0.0368
0.3,0.61,0.0697,0.0360
0.3,0.64,0.0662,0.0350
0.4,0.67,0.0626,0.0339
0.4,0.69,0.0587,0.0327
0.4,0.71,0.0548,0.0314
0.4,0.73,0.0507,0.0300
0.5,0.75,0.0466,0.0284
0.5,0.76,0.0424,0.0267
0.5,0.77,0.0380,0.0249
0.5,0.78,0.0336,0.0228
0.5,0.78,0.0291,0.0206
0.6,0.78,0.0244,0.0181
0.6,0.76,0.0197,0.0156
0.6,0.73,0.0149,0.0129
0.7,0.66,0.0100,0.0100
0.7,0.50,0.0050,0.0071
0.7,-0.01,-0.0000,0.0047
