# J, eta_p, CT, CP
0.00,0.0000,0.0936,0.1035
0.04,0.0562,0.0938,0.1027
0.08,0.1105,0.0942,0.1027
0.12,0.1628,0.0945,0.1027
0.16,0.2133,0.0946,0.1013
0.21,0.2620,0.0948,0.1003
0.25,0.3090,0.0949,0.0989
0.29,0.3540,0.0951,0.0982
0.33,0.3972,0.0951,0.0976
0.37,0.4398,0.0950,0.0958
0.41,0.4806,0.0949,0.0947
0.45,0.5199,0.0946,0.0939
0.49,0.5566,0.0944,0.0942
0.53,0.5940,0.0938,0.0931
0.57,0.6293,0.0930,0.0923
0.62,0.6643,0.0911,0.0901
0.66,0.6976,0.0885,0.0878
0.70,0.7279,0.0853,0.0855
0.74,0.7580,0.0809,0.0818
0.78,0.7870,0.0753,0.0768
0.82,0.8124,0.0689,0.0711
0.86,0.8304,0.0621,0.0655
0.90,0.8420,0.0553,0.0601
0.94,0.8515,0.0480,0.0537
0.99,0.8479,0.0404,0.0472
1.03,0.8236,0.0326,0.0409
1.07,0.7732,0.0248,0.0345
1.11,0.6745,0.0167,0.0277
1.15,0.4726,0.0084,0.0207
1.19,0.0099,0.0000,0.0136
