# J, eta_p, CT, CP
0.0,0.00,0.1156,0.1160
0.0,0.05,0.1158,0.1143
0.1,0.10,0.1160,0.1126
0.1,0.15,0.1161,0.1099
0.2,0.19,0.1163,0.1090
0.2,0.24,0.1164,0.1071
0.2,0.28,0.1164,0.1052
0.3,0.33,0.1162,0.1024
0.3,0.38,0.1160,0.1006
0.3,0.43,0.1157,0.0997
0.4,0.47,0.1151,0.0977
0.4,0.52,0.1141,0.0954
0.5,0.57,0.1126,0.0929
0.5,0.62,0.1105,0.0904
0.5,0.67,0.1076,0.0876
0.6,0.71,0.1040,0.0854
0.6,0.75,0.0993,0.0829
0.7,0.78,0.0937,0.0798
0.7,0.80,0.0873,0.0763
0.7,0.82,0.0803,0.0722
0.8,0.84,0.0729,0.0676
0.8,0.85,0.0654,0.0625
0.9,0.87,0.0578,0.0570
0.9,0.88,0.0499,0.0509
0.9,0.88,0.0420,0.0444
1.0,0.88,0.0339,0.0373
1.0,0.87,0.0257,0.0297
1.0,0.84,0.0173,0.0217
1.1,0.72,0.0087,0.0132
1.1,0.00,0.0000,0.0048
