# J, eta_p, CT, CP
0.0,0.00,0.1338,0.1468
0.0,0.05,0.1341,0.1450
0.1,0.10,0.1343,0.1431
0.1,0.15,0.1345,0.1412
0.2,0.20,0.1347,0.1392
0.2,0.25,0.1348,0.1372
0.3,0.30,0.1348,0.1352
0.3,0.34,0.1348,0.1331
0.4,0.39,0.1346,0.1311
0.4,0.44,0.1343,0.1290
0.4,0.48,0.1339,0.1269
0.5,0.53,0.1332,0.1246
0.5,0.58,0.1321,0.1224
0.6,0.63,0.1304,0.1200
0.6,0.68,0.1277,0.1172
0.7,0.72,0.1236,0.1141
0.7,0.75,0.1176,0.1103
0.8,0.78,0.1097,0.1054
0.8,0.81,0.1015,0.1003
0.8,0.83,0.0931,0.0948
0.9,0.84,0.0846,0.0887
0.9,0.86,0.0759,0.0821
1.0,0.87,0.0671,0.0748
1.0,0.88,0.0581,0.0668
1.1,0.89,0.0488,0.0581
1.1,0.89,0.0394,0.0487
1.2,0.88,0.0298,0.0388
1.2,0.85,0.0201,0.0283
1.2,0.72,0.0101,0.0174
1.3,-0.00,-0.0000,0.0075
