# J, eta_p, CT, CP
0.0,0.00,0.0933,0.0775
0.0,0.05,0.0932,0.0764
0.1,0.10,0.0930,0.0754
0.1,0.15,0.0928,0.0742
0.1,0.20,0.0926,0.0729
0.1,0.25,0.0923,0.0719
0.2,0.29,0.0919,0.0707
0.2,0.34,0.0913,0.0696
0.2,0.38,0.0907,0.0682
0.3,0.42,0.0899,0.0669
0.3,0.46,0.0889,0.0655
0.3,0.50,0.0877,0.0641
0.4,0.54,0.0862,0.0626
0.4,0.58,0.0843,0.0611
0.4,0.62,0.0816,0.0590
0.5,0.66,0.0779,0.0563
0.5,0.69,0.0735,0.0532
0.5,0.72,0.0689,0.0501
0.5,0.75,0.0640,0.0472
0.6,0.77,0.0589,0.0443
0.6,0.79,0.0536,0.0415
0.6,0.80,0.0482,0.0385
0.7,0.80,0.0426,0.0354
0.7,0.81,0.0370,0.0320
0.7,0.80,0.0312,0.0284
0.8,0.78,0.0253,0.0245
0.8,0.74,0.0191,0.0204
0.8,0.65,0.0129,0.0162
0.8,0.45,0.0065,0.0122
0.9,-0.00,0.0000,0.0083
