# J, eta_p, CT, CP
0.00,0.0000,0.1187,0.1491
0.05,0.0573,0.1192,0.1475
0.10,0.1127,0.1196,0.1462
0.14,0.1663,0.1200,0.1449
0.19,0.2180,0.1205,0.1440
0.24,0.2678,0.1209,0.1430
0.29,0.3160,0.1213,0.1418
0.34,0.3625,0.1216,0.1406
0.38,0.4074,0.1218,0.1395
0.43,0.4511,0.1218,0.1380
0.48,0.4937,0.1218,0.1365
0.53,0.5353,0.1215,0.1347
0.58,0.5761,0.1210,0.1329
0.62,0.6163,0.1202,0.1309
0.67,0.6560,0.1189,0.1285
0.72,0.6956,0.1167,0.1253
0.77,0.7339,0.1136,0.1218
0.82,0.7704,0.1089,0.1172
0.86,0.8022,0.1024,0.1113
0.91,0.8285,0.0943,0.1041
0.96,0.8518,0.0852,0.0960
1.01,0.8676,0.0765,0.0886
1.05,0.8792,0.0676,0.0810
1.10,0.8880,0.0586,0.0727
1.15,0.8945,0.0493,0.0633
1.20,0.8977,0.0397,0.0530
1.24,0.8920,0.0301,0.0420
1.29,0.8573,0.0203,0.0306
1.34,0.7325,0.0105,0.0191
1.39,0.0313,0.0003,0.0076
