# J, eta_p, CT, CP
0.0,0.00,0.1123,0.0794
0.0,0.05,0.1124,0.0789
0.1,0.10,0.1124,0.0780
0.1,0.16,0.1123,0.0769
0.1,0.20,0.1122,0.0761
0.2,0.25,0.1119,0.0750
0.2,0.30,0.1116,0.0739
0.2,0.36,0.1110,0.0726
0.3,0.41,0.1101,0.0712
0.3,0.46,0.1088,0.0700
0.3,0.51,0.1071,0.0682
0.4,0.55,0.1048,0.0670
0.4,0.60,0.1019,0.0659
0.4,0.64,0.0983,0.0643
0.5,0.68,0.0939,0.0626
0.5,0.71,0.0889,0.0605
0.5,0.74,0.0834,0.0583
0.5,0.76,0.0777,0.0558
0.6,0.78,0.0719,0.0532
0.6,0.80,0.0660,0.0503
0.6,0.82,0.0600,0.0472
0.7,0.83,0.0538,0.0437
0.7,0.84,0.0474,0.0398
0.7,0.85,0.0410,0.0356
0.8,0.85,0.0344,0.0312
0.8,0.84,0.0277,0.0264
0.8,0.82,0.0209,0.0214
0.9,0.75,0.0141,0.0163
0.9,0.57,0.0071,0.0111
0.9,-0.01,-0.0000,0.0063
