# J, eta_p, CT, CP
0.0,0.00,0.0894,0.1004
0.0,0.04,0.0896,0.0989
0.1,0.09,0.0898,0.0973
0.1,0.13,0.0900,0.0961
0.1,0.18,0.0901,0.0932
0.2,0.22,0.0901,0.0913
0.2,0.26,0.0902,0.0905
0.3,0.31,0.0902,0.0885
0.3,0.35,0.0902,0.0866
0.3,0.40,0.0900,0.0841
0.4,0.44,0.0898,0.0829
0.4,0.49,0.0893,0.0792
0.5,0.54,0.0888,0.0777
0.5,0.59,0.0880,0.0756
0.5,0.64,0.0867,0.0732
0.6,0.69,0.0847,0.0706
0.6,0.74,0.0818,0.0685
0.7,0.77,0.0776,0.0656
0.7,0.80,0.0724,0.0626
0.7,0.82,0.0668,0.0595
0.8,0.84,0.0610,0.0559
0.8,0.85,0.0551,0.0521
0.8,0.87,0.0488,0.0477
0.9,0.87,0.0422,0.0427
0.9,0.88,0.0355,0.0374
1.0,0.87,0.0288,0.0319
1.0,0.84,0.0220,0.0261
1.0,0.78,0.0148,0.0199
1.1,0.60,0.0074,0.0133
1.1,0.00,0.0000,0.0069
