# J, eta_p, CT, CP
0.0,0.00,0.0998,0.0865
0.0,0.05,0.0998,0.0849
0.1,0.09,0.0999,0.0834
0.1,0.14,0.0999,0.0818
0.1,0.19,0.0999,0.0802
0.2,0.23,0.0998,0.0785
0.2,0.28,0.0996,0.0768
0.2,0.33,0.0994,0.0750
0.3,0.38,0.0990,0.0731
0.3,0.43,0.0984,0.0712
0.3,0.48,0.0974,0.0692
0.4,0.53,0.0959,0.0670
0.4,0.59,0.0938,0.0648
0.4,0.63,0.0911,0.0627
0.5,0.68,0.0877,0.0609
0.5,0.71,0.0838,0.0591
0.5,0.74,0.0793,0.0572
0.6,0.77,0.0744,0.0550
0.6,0.79,0.0689,0.0525
0.6,0.81,0.0633,0.0498
0.7,0.82,0.0576,0.0468
0.7,0.84,0.0518,0.0435
0.7,0.85,0.0457,0.0397
0.8,0.85,0.0395,0.0356
0.8,0.86,0.0333,0.0312
0.8,0.85,0.0270,0.0264
0.9,0.84,0.0204,0.0212
0.9,0.80,0.0137,0.0156
0.9,0.68,0.0069,0.0097
1.0,0.00,0.0000,0.0042
