# J, eta_p, CT, CP
0.0,0.00,0.1004,0.0531
0.0,0.06,0.1001,0.0533
0.1,0.11,0.0999,0.0533
0.1,0.17,0.0995,0.0534
0.1,0.22,0.0990,0.0534
0.1,0.27,0.0984,0.0535
0.2,0.32,0.0977,0.0534
0.2,0.36,0.0966,0.0533
0.2,0.41,0.0953,0.0529
0.2,0.45,0.0937,0.0525
0.3,0.49,0.0917,0.0518
0.3,0.53,0.0891,0.0509
0.3,0.57,0.0861,0.0498
0.3,0.61,0.0826,0.0486
0.4,0.64,0.0785,0.0471
0.4,0.66,0.0742,0.0457
0.4,0.69,0.0697,0.0442
0.5,0.71,0.0651,0.0425
0.5,0.73,0.0603,0.0406
0.5,0.74,0.0554,0.0386
0.5,0.75,0.0505,0.0364
0.6,0.76,0.0454,0.0339
0.6,0.77,0.0401,0.0311
0.6,0.77,0.0346,0.0281
0.7,0.77,0.0291,0.0247
0.7,0.76,0.0235,0.0211
0.7,0.72,0.0178,0.0174
0.7,0.65,0.0120,0.0135
0.8,0.49,0.0061,0.0095
0.8,-0.00,-0.0000,0.0056
