# J, eta_p, CT, CP
0.00,0.0000,0.1211,0.0781
0.05,0.0776,0.1214,0.0803
0.10,0.1511,0.1217,0.0826
0.15,0.2205,0.1220,0.0852
0.20,0.2857,0.1224,0.0879
0.26,0.3467,0.1227,0.0908
0.31,0.4036,0.1231,0.0938
0.36,0.4565,0.1236,0.0971
0.41,0.5056,0.1240,0.1006
0.46,0.5507,0.1245,0.1042
0.51,0.5923,0.1250,0.1081
0.56,0.6307,0.1253,0.1120
0.61,0.6661,0.1254,0.1158
0.67,0.6986,0.1251,0.1193
0.72,0.7285,0.1240,0.1220
0.77,0.7559,0.1215,0.1235
0.82,0.7803,0.1178,0.1237
0.87,0.8021,0.1129,0.1225
0.92,0.8215,0.1063,0.1193
0.97,0.8390,0.0977,0.1133
1.02,0.8535,0.0889,0.1067
1.07,0.8656,0.0800,0.0993
1.13,0.8757,0.0707,0.0910
1.18,0.8840,0.0613,0.0816
1.23,0.8899,0.0516,0.0712
1.28,0.8922,0.0416,0.0597
1.33,0.8839,0.0314,0.0473
1.38,0.8532,0.0211,0.0342
1.43,0.7439,0.0106,0.0204
1.49,-0.0078,-0.0000,0.0074
