# J, eta_p, CT, CP
0.00,0.0000,0.1100,0.0685
0.03,0.0509,0.1098,0.0676
0.06,0.1028,0.1096,0.0658
0.09,0.1541,0.1093,0.0648
0.12,0.2033,0.1089,0.0646
0.15,0.2545,0.1082,0.0635
0.17,0.3058,0.1074,0.0624
0.20,0.3569,0.1062,0.0613
0.23,0.4072,0.1047,0.0603
0.26,0.4585,0.1028,0.0589
0.29,0.5021,0.1006,0.0586
0.32,0.5471,0.0977,0.0574
0.35,0.5865,0.0944,0.0565
0.38,0.6223,0.0906,0.0554
0.41,0.6563,0.0862,0.0538
0.44,0.6866,0.0815,0.0520
0.47,0.7134,0.0765,0.0501
0.49,0.7372,0.0714,0.0480
0.52,0.7582,0.0662,0.0458
0.55,0.7764,0.0608,0.0434
0.58,0.7925,0.0553,0.0408
0.61,0.8069,0.0496,0.0377
0.64,0.8178,0.0438,0.0344
0.67,0.8241,0.0378,0.0308
0.70,0.8240,0.0318,0.0270
0.73,0.8127,0.0257,0.0231
0.76,0.7812,0.0196,0.0190
0.79,0.7127,0.0135,0.0149
0.81,0.5420,0.0072,0.0108
0.84,0.0028,0.0001,0.0067
