# J, eta_p, CT, CP
0.0,0.00,0.1296,0.1913
0.1,0.05,0.1295,0.1896
0.1,0.10,0.1295,0.1879
0.1,0.14,0.1295,0.1861
0.2,0.19,0.1297,0.1844
0.2,0.23,0.1300,0.1823
0.3,0.27,0.1304,0.1808
0.3,0.31,0.1309,0.1796
0.4,0.35,0.1315,0.1790
0.4,0.39,0.1321,0.1791
0.5,0.42,0.1329,0.1788
0.5,0.46,0.1338,0.1776
0.6,0.50,0.1346,0.1764
0.6,0.54,0.1352,0.1737
0.7,0.58,0.1355,0.1699
0.7,0.62,0.1348,0.1656
0.8,0.66,0.1327,0.1601
0.8,0.71,0.1286,0.1528
0.9,0.75,0.1220,0.1430
0.9,0.78,0.1134,0.1340
1.0,0.80,0.1040,0.1254
1.0,0.81,0.0938,0.1165
1.1,0.82,0.0831,0.1069
1.1,0.82,0.0721,0.0965
1.2,0.82,0.0610,0.0853
1.2,0.81,0.0496,0.0730
1.2,0.79,0.0377,0.0596
1.3,0.73,0.0256,0.0454
1.3,0.58,0.0131,0.0305
1.4,0.00,0.0001,0.0148
