# J, eta_p, CT, CP
0.0,0.00,0.1110,0.0759
0.0,0.05,0.1109,0.0747
0.1,0.10,0.1107,0.0734
0.1,0.15,0.1105,0.0721
0.1,0.20,0.1102,0.0709
0.1,0.25,0.1098,0.0695
0.2,0.30,0.1091,0.0681
0.2,0.35,0.1081,0.0666
0.2,0.40,0.1068,0.0651
0.3,0.46,0.1051,0.0637
0.3,0.51,0.1029,0.0620
0.3,0.55,0.1003,0.0609
0.4,0.59,0.0971,0.0599
0.4,0.63,0.0934,0.0585
0.4,0.67,0.0890,0.0569
0.5,0.70,0.0842,0.0551
0.5,0.73,0.0790,0.0530
0.5,0.75,0.0736,0.0509
0.5,0.77,0.0681,0.0485
0.6,0.79,0.0625,0.0458
0.6,0.81,0.0568,0.0430
0.6,0.82,0.0510,0.0398
0.7,0.83,0.0450,0.0363
0.7,0.84,0.0389,0.0326
0.7,0.84,0.0326,0.0285
0.8,0.83,0.0263,0.0242
0.8,0.80,0.0199,0.0197
0.8,0.74,0.0134,0.0149
0.9,0.58,0.0068,0.0101
0.9,-0.00,0.0000,0.0056
