# J, eta_p, CT, CP
0.00,0.0000,0.1146,0.0736
0.03,0.0457,0.1140,0.0719
0.05,0.0916,0.1133,0.0705
0.08,0.1389,0.1124,0.0683
0.11,0.1871,0.1114,0.0663
0.13,0.2340,0.1102,0.0650
0.16,0.2851,0.1087,0.0625
0.19,0.3340,0.1069,0.0610
0.21,0.3815,0.1050,0.0597
0.24,0.4274,0.1027,0.0586
0.27,0.4725,0.1001,0.0574
0.29,0.5153,0.0971,0.0561
0.32,0.5547,0.0938,0.0549
0.35,0.5904,0.0897,0.0535
0.37,0.6218,0.0853,0.0519
0.40,0.6497,0.0807,0.0502
0.43,0.6748,0.0759,0.0485
0.45,0.6968,0.0708,0.0465
0.48,0.7165,0.0656,0.0444
0.50,0.7337,0.0604,0.0421
0.53,0.7484,0.0548,0.0394
0.56,0.7598,0.0492,0.0366
0.58,0.7673,0.0435,0.0336
0.61,0.7707,0.0377,0.0304
0.64,0.7663,0.0317,0.0269
0.66,0.7438,0.0253,0.0231
0.69,0.6965,0.0188,0.0192
0.72,0.6029,0.0120,0.0151
0.74,0.4227,0.0056,0.0113
0.77,-0.0656,-0.0007,0.0077
