# J, eta_p, CT, CP
0.0,0.00,0.1063,0.0410
0.0,0.06,0.1046,0.0413
0.1,0.12,0.1027,0.0415
0.1,0.18,0.1006,0.0417
0.1,0.23,0.0984,0.0418
0.1,0.28,0.0958,0.0418
0.1,0.33,0.0930,0.0416
0.2,0.37,0.0901,0.0413
0.2,0.41,0.0871,0.0411
0.2,0.45,0.0840,0.0407
0.2,0.49,0.0807,0.0403
0.3,0.52,0.0774,0.0398
0.3,0.55,0.0739,0.0392
0.3,0.58,0.0703,0.0385
0.3,0.60,0.0666,0.0377
0.4,0.63,0.0628,0.0367
0.4,0.64,0.0589,0.0356
0.4,0.66,0.0548,0.0344
0.4,0.67,0.0506,0.0332
0.5,0.67,0.0463,0.0318
0.5,0.67,0.0419,0.0304
0.5,0.66,0.0375,0.0289
0.5,0.65,0.0329,0.0273
0.6,0.62,0.0283,0.0255
0.6,0.58,0.0237,0.0237
0.6,0.53,0.0191,0.0217
0.6,0.46,0.0143,0.0197
0.7,0.35,0.0094,0.0175
0.7,0.21,0.0047,0.0152
0.7,0.00,0.0001,0.0131
