# J, eta_p, CT, CP
0.0,0.00,0.1209,0.0803
0.0,0.05,0.1206,0.0797
0.1,0.11,0.1203,0.0792
0.1,0.16,0.1198,0.0785
0.1,0.21,0.1191,0.0778
0.2,0.26,0.1183,0.0769
0.2,0.30,0.1172,0.0760
0.2,0.35,0.1157,0.0749
0.2,0.40,0.1140,0.0736
0.3,0.44,0.1117,0.0721
0.3,0.48,0.1089,0.0703
0.3,0.53,0.1056,0.0683
0.4,0.56,0.1017,0.0663
0.4,0.60,0.0975,0.0642
0.4,0.63,0.0928,0.0622
0.4,0.66,0.0877,0.0600
0.5,0.69,0.0823,0.0578
0.5,0.71,0.0769,0.0556
0.5,0.73,0.0712,0.0532
0.6,0.74,0.0655,0.0505
0.6,0.76,0.0596,0.0475
0.6,0.77,0.0536,0.0442
0.7,0.77,0.0474,0.0406
0.7,0.78,0.0411,0.0366
0.7,0.78,0.0346,0.0322
0.7,0.76,0.0279,0.0275
0.8,0.74,0.0211,0.0225
0.8,0.68,0.0142,0.0172
0.8,0.52,0.0072,0.0119
0.9,0.00,-0.0000,0.0077
