# J, eta_p, CT, CP
0.00,0.0000,0.1001,0.0898
0.03,0.0466,0.1001,0.0880
0.06,0.0928,0.1001,0.0861
0.10,0.1389,0.1001,0.0841
0.13,0.1851,0.1000,0.0820
0.16,0.2323,0.0998,0.0797
0.19,0.2781,0.0996,0.0778
0.23,0.3269,0.0992,0.0752
0.26,0.3743,0.0986,0.0731
0.29,0.4243,0.0976,0.0706
0.32,0.4757,0.0963,0.0679
0.35,0.5279,0.0944,0.0651
0.39,0.5796,0.0920,0.0624
0.42,0.6280,0.0890,0.0600
0.45,0.6707,0.0855,0.0578
0.48,0.7078,0.0815,0.0558
0.51,0.7389,0.0769,0.0538
0.55,0.7639,0.0719,0.0516
0.58,0.7842,0.0666,0.0493
0.61,0.8014,0.0613,0.0469
0.64,0.8161,0.0558,0.0441
0.68,0.8287,0.0501,0.0409
0.71,0.8385,0.0442,0.0373
0.74,0.8450,0.0382,0.0335
0.77,0.8479,0.0321,0.0292
0.80,0.8447,0.0258,0.0246
0.84,0.8255,0.0195,0.0199
0.87,0.7784,0.0131,0.0148
0.90,0.6543,0.0067,0.0093
0.93,-0.0012,0.0000,0.0039
