# J, eta_p, CT, CP
0.0,0.00,0.0966,0.1341
0.0,0.05,0.0970,0.1317
0.1,0.09,0.0974,0.1291
0.1,0.14,0.0977,0.1265
0.2,0.18,0.0980,0.1238
0.2,0.22,0.0983,0.1209
0.3,0.27,0.0985,0.1178
0.3,0.31,0.0986,0.1147
0.3,0.35,0.0987,0.1116
0.4,0.40,0.0986,0.1084
0.4,0.44,0.0984,0.1052
0.5,0.49,0.0980,0.1020
0.5,0.54,0.0974,0.0987
0.6,0.59,0.0965,0.0952
0.6,0.64,0.0952,0.0917
0.6,0.69,0.0932,0.0879
0.7,0.74,0.0902,0.0840
0.7,0.78,0.0861,0.0801
0.8,0.82,0.0808,0.0760
0.8,0.84,0.0743,0.0716
0.9,0.86,0.0675,0.0670
0.9,0.88,0.0605,0.0620
0.9,0.89,0.0534,0.0566
1.0,0.89,0.0462,0.0508
1.0,0.90,0.0388,0.0443
1.1,0.90,0.0313,0.0372
1.1,0.89,0.0237,0.0296
1.2,0.85,0.0159,0.0216
1.2,0.72,0.0080,0.0134
1.2,-0.01,-0.0000,0.0050
