# J, eta_p, CT, CP
0.0,0.00,0.0952,0.0937
0.0,0.06,0.0953,0.0929
0.1,0.11,0.0954,0.0918
0.1,0.16,0.0955,0.0908
0.1,0.21,0.0955,0.0897
0.2,0.26,0.0955,0.0891
0.2,0.31,0.0954,0.0879
0.3,0.35,0.0953,0.0871
0.3,0.40,0.0950,0.0859
0.3,0.44,0.0947,0.0852
0.4,0.48,0.0943,0.0848
0.4,0.52,0.0938,0.0846
0.4,0.56,0.0930,0.0834
0.5,0.59,0.0919,0.0821
0.5,0.63,0.0904,0.0803
0.6,0.67,0.0882,0.0779
0.6,0.70,0.0851,0.0750
0.6,0.74,0.0809,0.0713
0.7,0.77,0.0756,0.0669
0.7,0.79,0.0697,0.0627
0.7,0.81,0.0636,0.0585
0.8,0.83,0.0572,0.0539
0.8,0.84,0.0506,0.0490
0.8,0.85,0.0439,0.0439
0.9,0.85,0.0370,0.0386
0.9,0.84,0.0299,0.0330
1.0,0.80,0.0226,0.0271
1.0,0.72,0.0154,0.0213
1.0,0.52,0.0077,0.0153
1.1,0.01,0.0000,0.0096
