# J, eta_p, CT, CP
0.0,0.00,0.0932,0.0982
0.0,0.06,0.0935,0.0988
0.1,0.12,0.0938,0.0983
0.1,0.18,0.0942,0.0993
0.2,0.23,0.0944,0.0976
0.2,0.28,0.0946,0.0968
0.3,0.33,0.0949,0.0976
0.3,0.38,0.0950,0.0954
0.4,0.42,0.0951,0.0946
0.4,0.47,0.0952,0.0946
0.4,0.51,0.0951,0.0941
0.5,0.55,0.0952,0.0952
0.5,0.58,0.0950,0.0949
0.6,0.62,0.0945,0.0940
0.6,0.66,0.0939,0.0940
0.7,0.69,0.0925,0.0936
0.7,0.72,0.0905,0.0928
0.8,0.75,0.0875,0.0907
0.8,0.78,0.0836,0.0879
0.8,0.81,0.0783,0.0836
0.9,0.83,0.0717,0.0780
0.9,0.85,0.0646,0.0720
1.0,0.86,0.0573,0.0657
1.0,0.86,0.0496,0.0590
1.1,0.86,0.0418,0.0520
1.1,0.84,0.0341,0.0454
1.2,0.79,0.0260,0.0383
1.2,0.70,0.0176,0.0306
1.2,0.50,0.0090,0.0226
1.3,-0.00,-0.0001,0.0145
