# J, eta_p, CT, CP
0.00,0.0000,0.0956,0.0998
0.04,0.0557,0.0958,0.0989
0.08,0.1096,0.0959,0.0976
0.11,0.1617,0.0960,0.0965
0.15,0.2121,0.0961,0.0951
0.19,0.2606,0.0961,0.0940
0.23,0.3074,0.0961,0.0929
0.27,0.3527,0.0960,0.0917
0.30,0.3967,0.0958,0.0900
0.34,0.4388,0.0955,0.0892
0.38,0.4795,0.0952,0.0886
0.42,0.5190,0.0946,0.0876
0.46,0.5571,0.0939,0.0865
0.49,0.5948,0.0928,0.0850
0.53,0.6315,0.0914,0.0832
0.57,0.6674,0.0895,0.0812
0.61,0.7022,0.0866,0.0786
0.65,0.7356,0.0827,0.0752
0.68,0.7662,0.0775,0.0711
0.72,0.7929,0.0715,0.0665
0.76,0.8128,0.0653,0.0620
0.80,0.8294,0.0588,0.0571
0.84,0.8438,0.0521,0.0518
0.87,0.8511,0.0452,0.0465
0.91,0.8517,0.0382,0.0409
0.95,0.8412,0.0308,0.0348
0.99,0.8080,0.0233,0.0286
1.03,0.7263,0.0158,0.0223
1.06,0.5286,0.0079,0.0161
1.10,-0.0043,-0.0000,0.0100
