# J, eta_p, CT, CP
0.0,0.00,0.0638,0.0190
0.0,0.05,0.0623,0.0188
0.0,0.10,0.0609,0.0187
0.0,0.14,0.0593,0.0186
0.1,0.19,0.0577,0.0184
0.1,0.23,0.0561,0.0182
0.1,0.27,0.0544,0.0180
0.1,0.31,0.0526,0.0178
0.1,0.35,0.0508,0.0176
0.1,0.38,0.0488,0.0173
0.1,0.41,0.0470,0.0171
0.2,0.44,0.0451,0.0168
0.2,0.47,0.0431,0.0165
0.2,0.50,0.0410,0.0162
0.2,0.52,0.0389,0.0158
0.2,0.54,0.0368,0.0153
0.2,0.56,0.0345,0.0149
0.2,0.58,0.0322,0.0143
0.3,0.59,0.0298,0.0138
0.3,0.60,0.0274,0.0131
0.3,0.61,0.0249,0.0125
0.3,0.61,0.0224,0.0118
0.3,0.60,0.0198,0.0110
0.3,0.59,0.0171,0.0102
0.4,0.57,0.0144,0.0094
0.4,0.53,0.0116,0.0084
0.4,0.47,0.0088,0.0076
0.4,0.38,0.0059,0.0066
0.4,0.24,0.0030,0.0057
0.4,-0.00,-0.0000,0.0048
