# J, eta_p, CT, CP
0.0,0.00,0.1036,0.0738
0.0,0.06,0.1037,0.0743
0.1,0.12,0.1039,0.0751
0.1,0.18,0.1041,0.0758
0.2,0.23,0.1043,0.0764
0.2,0.29,0.1044,0.0770
0.2,0.34,0.1045,0.0773
0.3,0.39,0.1045,0.0782
0.3,0.43,0.1046,0.0793
0.3,0.47,0.1046,0.0802
0.4,0.52,0.1044,0.0812
0.4,0.56,0.1041,0.0822
0.5,0.59,0.1035,0.0829
0.5,0.63,0.1025,0.0834
0.5,0.66,0.1008,0.0833
0.6,0.70,0.0982,0.0826
0.6,0.73,0.0937,0.0803
0.6,0.76,0.0878,0.0767
0.7,0.78,0.0816,0.0729
0.7,0.80,0.0751,0.0691
0.8,0.81,0.0685,0.0650
0.8,0.83,0.0617,0.0604
0.8,0.83,0.0546,0.0555
0.9,0.84,0.0473,0.0499
0.9,0.84,0.0398,0.0436
1.0,0.84,0.0322,0.0369
1.0,0.82,0.0244,0.0297
1.0,0.77,0.0164,0.0223
1.1,0.61,0.0083,0.0149
1.1,0.01,0.0000,0.0077
