# J, eta_p, CT, CP
0.0,0.00,0.0932,0.0995
0.0,0.05,0.0934,0.0979
0.1,0.09,0.0936,0.0962
0.1,0.14,0.0938,0.0945
0.1,0.18,0.0938,0.0918
0.2,0.23,0.0939,0.0899
0.2,0.27,0.0941,0.0890
0.3,0.32,0.0940,0.0871
0.3,0.36,0.0940,0.0852
0.3,0.41,0.0938,0.0834
0.4,0.46,0.0936,0.0808
0.4,0.50,0.0932,0.0796
0.5,0.55,0.0924,0.0775
0.5,0.60,0.0912,0.0749
0.5,0.66,0.0894,0.0717
0.6,0.70,0.0870,0.0696
0.6,0.75,0.0831,0.0666
0.6,0.78,0.0780,0.0634
0.7,0.81,0.0723,0.0604
0.7,0.82,0.0665,0.0573
0.8,0.84,0.0604,0.0538
0.8,0.85,0.0542,0.0499
0.8,0.86,0.0476,0.0455
0.9,0.86,0.0413,0.0410
0.9,0.86,0.0348,0.0361
0.9,0.85,0.0281,0.0309
1.0,0.81,0.0214,0.0256
1.0,0.73,0.0143,0.0198
1.0,0.53,0.0072,0.0141
1.1,0.03,-0.0000,0.0083
