# J, eta_p, CT, CP
0.00,0.0000,0.1219,0.1121
0.03,0.0449,0.1218,0.1094
0.06,0.0897,0.1216,0.1068
0.09,0.1343,0.1213,0.1040
0.13,0.1792,0.1209,0.1011
0.16,0.2244,0.1203,0.0980
0.19,0.2703,0.1196,0.0947
0.22,0.3173,0.1184,0.0911
0.25,0.3650,0.1171,0.0878
0.28,0.4144,0.1151,0.0839
0.32,0.4644,0.1128,0.0802
0.35,0.5134,0.1100,0.0769
0.38,0.5606,0.1066,0.0737
0.41,0.6042,0.1027,0.0709
0.44,0.6433,0.0983,0.0683
0.47,0.6781,0.0934,0.0657
0.50,0.7083,0.0879,0.0630
0.54,0.7329,0.0821,0.0604
0.57,0.7539,0.0762,0.0577
0.60,0.7722,0.0702,0.0547
0.63,0.7878,0.0638,0.0513
0.66,0.8012,0.0572,0.0475
0.69,0.8111,0.0506,0.0434
0.73,0.8176,0.0438,0.0390
0.76,0.8200,0.0368,0.0341
0.79,0.8138,0.0297,0.0290
0.82,0.7921,0.0225,0.0235
0.85,0.7354,0.0151,0.0178
0.88,0.6050,0.0077,0.0117
0.92,-0.0108,-0.0001,0.0052
