# J, eta_p, CT, CP
0.0,0.00,0.1128,0.1035
0.0,0.05,0.1129,0.1024
0.1,0.10,0.1131,0.1020
0.1,0.15,0.1132,0.1007
0.1,0.19,0.1133,0.1007
0.2,0.24,0.1133,0.0992
0.2,0.29,0.1132,0.0977
0.3,0.34,0.1131,0.0962
0.3,0.39,0.1128,0.0935
0.3,0.44,0.1125,0.0921
0.4,0.48,0.1121,0.0917
0.4,0.53,0.1115,0.0898
0.5,0.57,0.1105,0.0885
0.5,0.62,0.1092,0.0881
0.5,0.66,0.1069,0.0861
0.6,0.70,0.1037,0.0843
0.6,0.74,0.0995,0.0826
0.6,0.76,0.0937,0.0797
0.7,0.79,0.0874,0.0764
0.7,0.81,0.0807,0.0728
0.8,0.82,0.0738,0.0685
0.8,0.84,0.0665,0.0637
0.8,0.85,0.0588,0.0582
0.9,0.86,0.0508,0.0521
0.9,0.86,0.0428,0.0456
0.9,0.85,0.0347,0.0391
1.0,0.82,0.0265,0.0321
1.0,0.75,0.0179,0.0248
1.1,0.58,0.0092,0.0171
1.1,0.00,0.0001,0.0094
