# J, eta_p, CT, CP
0.0,0.00,0.1089,0.0875
0.0,0.05,0.1088,0.0857
0.1,0.09,0.1086,0.0837
0.1,0.14,0.1084,0.0817
0.1,0.19,0.1081,0.0796
0.1,0.24,0.1077,0.0774
0.2,0.28,0.1071,0.0751
0.2,0.33,0.1061,0.0727
0.2,0.38,0.1048,0.0701
0.3,0.43,0.1031,0.0675
0.3,0.49,0.1008,0.0648
0.3,0.54,0.0981,0.0624
0.4,0.58,0.0948,0.0602
0.4,0.62,0.0911,0.0581
0.4,0.66,0.0871,0.0562
0.5,0.70,0.0826,0.0542
0.5,0.72,0.0777,0.0523
0.5,0.75,0.0725,0.0502
0.5,0.77,0.0672,0.0480
0.6,0.78,0.0617,0.0455
0.6,0.80,0.0561,0.0427
0.6,0.81,0.0504,0.0397
0.7,0.82,0.0446,0.0364
0.7,0.82,0.0387,0.0328
0.7,0.83,0.0325,0.0287
0.8,0.82,0.0262,0.0243
0.8,0.80,0.0198,0.0197
0.8,0.75,0.0133,0.0147
0.8,0.61,0.0067,0.0095
0.9,-0.00,0.0000,0.0044
